ID.interactor.A,RefSeq.interactor.A,UniprotKB.interactor.A,ID.interactor.B,RefSeq.interactor.B,UniprotKB.interactor.B
DIP-25N,NP_012903,P09798,DIP-1130N,NP_010276,Q12157
DIP-970N,NP_014227,P53886,DIP-1128N,NP_011274,P53068
DIP-589N,NP_012036,P16522,DIP-970N,NP_014227,P53886
DIP-970N,NP_014227,P53886,DIP-352N,NP_116694,P14724
DIP-796N,NP_009469,P38042,DIP-970N,NP_014227,P53886
DIP-1127N,NP_014892,Q08683,DIP-970N,NP_014227,P53886
DIP-970N,NP_014227,P53886,DIP-1132N,NP_010403,Q04601
DIP-939N,NP_013228,Q12440,DIP-1129N,NP_013203,Q12107
DIP-1128N,NP_011274,P53068,DIP-939N,NP_013228,Q12440
DIP-1128N,NP_011274,P53068,DIP-589N,NP_012036,P16522
DIP-589N,NP_012036,P16522,DIP-1129N,NP_013203,Q12107
DIP-1130N,NP_010276,Q12157,DIP-589N,NP_012036,P16522
DIP-589N,NP_012036,P16522,DIP-1127N,NP_014892,Q08683
DIP-589N,NP_012036,P16522,DIP-1132N,NP_010403,Q04601
DIP-1128N,NP_011274,P53068,DIP-796N,NP_009469,P38042
DIP-796N,NP_009469,P38042,DIP-1130N,NP_010276,Q12157
DIP-796N,NP_009469,P38042,DIP-1127N,NP_014892,Q08683
DIP-1132N,NP_010403,Q04601,DIP-796N,NP_009469,P38042
DIP-1140N,NP_009649,P32830,DIP-1141N,NP_011869,P87108
DIP-1145N,NP_010550,P39010,DIP-314N,NP_012619,P18852
DIP-1146N,NP_012743,P06783,DIP-1145N,NP_010550,P39010
DIP-1145N,NP_010550,P39010,DIP-954N,NP_014855,P18851
DIP-858N,NP_010388,P32917,DIP-1145N,NP_010550,P39010
DIP-1148N,NP_013522,Q06697,DIP-1147N,NP_015196,P35189
DIP-1149N,NP_009838,P38351,DIP-1147N,NP_015196,P35189
DIP-1147N,NP_015196,P35189,DIP-611N,NP_010141,P04050
DIP-1150N,NP_014933,P22082,DIP-1147N,NP_015196,P35189
DIP-1147N,NP_015196,P35189,DIP-1152N,NP_011519,P41896
DIP-1163N,NP_012368,P08524,DIP-1163N,NP_012368,P08524
DIP-1171N,NP_014771,P21264,DIP-1171N,NP_014771,P21264
DIP-1171N,NP_014771,P21264,DIP-1172N,NP_009992,P10862
DIP-1173N,NP_009993,P25365,DIP-1171N,NP_014771,P21264
DIP-1174N,NP_009692,P38275,DIP-1171N,NP_014771,P21264
DIP-1176N,NP_013490,Q06708,DIP-1175N,NP_011575,P38972
DIP-1177N,NP_010696,P04161,DIP-1178N,NP_014817,Q12343
DIP-1179N,NP_011388,P38633,DIP-1177N,NP_010696,P04161
DIP-1177N,NP_010696,P04161,DIP-1180N,NP_009990,P25337
DIP-1183N,NP_010005,P25649,DIP-896N,NP_014666,Q12433
DIP-890N,NP_013810,P46680,DIP-1129N,NP_013203,Q12107
DIP-1184N,NP_014511,Q08269,DIP-1185N,NP_013394,P32502
DIP-1184N,NP_014511,Q08269,DIP-1186N,NP_011490,P40356
DIP-1187N,NP_011491,P53190,DIP-1184N,NP_014511,Q08269
DIP-1184N,NP_014511,Q08269,DIP-1188N,NP_014313,P48232
DIP-1190N,NP_014404,P40344,DIP-1189N,NP_009776,P38316
DIP-1191N,NP_015511,Q06628,DIP-1192N,NP_011335,P53104
DIP-1193N,NP_011769,P32379,DIP-1191N,NP_015511,Q06628
DIP-1191N,NP_015511,Q06628,DIP-1194N,NP_011635,P53271
DIP-1195N,NP_015176,Q12380,DIP-1189N,NP_009776,P38316
DIP-1189N,NP_009776,P38316,DIP-1196N,NP_012041,P38862
DIP-1190N,NP_014404,P40344,DIP-1196N,NP_012041,P38862
DIP-1196N,NP_012041,P38862,DIP-1197N,NP_009475,P38182
DIP-1198N,NP_015064,Q00776,DIP-1199N,NP_012787,P36000
DIP-1199N,NP_012787,P36000,DIP-1200N,NP_011844,P38700
DIP-1202N,NP_010017,P25655,DIP-1201N,NP_010664,P48360
DIP-1205N,NP_011997,P38696,DIP-1204N,NP_010391,Q04549
DIP-1206N,NP_012792,P36068,DIP-1207N,NP_015345,Q12233
DIP-1209N,NP_011389,P53012,DIP-1208N,NP_015164,P39011
DIP-1210N,NP_012103,P40448,DIP-1208N,NP_015164,P39011
DIP-1208N,NP_015164,P39011,DIP-1211N,NP_013150,Q12110
DIP-1212N,NP_010384,P34730,DIP-1213N,NP_013369,Q06150
DIP-1214N,NP_009510,P38195,DIP-1212N,NP_010384,P34730
DIP-1216N,NP_011070,P40087,DIP-1215N,NP_013771,P26448
DIP-1215N,NP_013771,P26448,DIP-1217N,NP_011928,P38785
DIP-1215N,NP_013771,P26448,DIP-1218N,NP_011669,P48238
DIP-1220N,NP_010088,Q12063,DIP-1219N,NP_014669,P26449
DIP-1222N,NP_014919,P12962,DIP-1223N,NP_014502,P07260
DIP-1224N,NP_015214,P00812,DIP-1224N,NP_015214,P00812
DIP-1226N,NP_011838,P18888,DIP-1225N,NP_013542,P07991
DIP-1227N,NP_011524,P53204,DIP-1225N,NP_013542,P07991
DIP-1225N,NP_013542,P07991,DIP-1228N,NP_013432,Q06178
DIP-1208N,NP_015164,P39011,DIP-862N,NP_013330,P19073
DIP-1231N,NP_010146,Q12434,DIP-862N,NP_013330,P19073
DIP-1233N,NP_012906,P29703,DIP-1232N,NP_011360,P18898
DIP-1235N,NP_010267,P06243,DIP-1234N,NP_010150,Q12018
DIP-1234N,NP_010150,Q12018,DIP-1236N,NP_010615,P52286
DIP-1234N,NP_010150,Q12018,DIP-1238N,NP_013229,Q12395
DIP-1239N,NP_013472,Q05930,DIP-1234N,NP_010150,Q12018
DIP-1234N,NP_010150,Q12018,DIP-1240N,NP_010571,P31111
DIP-1235N,NP_010267,P06243,DIP-1243N,NP_010121,P39517
DIP-1235N,NP_010267,P06243,DIP-1242N,NP_010458,P07250
DIP-1235N,NP_010267,P06243,DIP-1244N,NP_012885,P32857
DIP-1235N,NP_010267,P06243,DIP-1246N,NP_009951,P25620
DIP-1248N,NP_010891,P39992,DIP-1235N,NP_010267,P06243
DIP-1249N,NP_116715,P43625,DIP-1235N,NP_010267,P06243
DIP-1250N,NP_014446,P53740,DIP-1235N,NP_010267,P06243
DIP-1235N,NP_010267,P06243,DIP-1251N,NP_014648,Q12094
DIP-1254N,NP_013982,Q04839,DIP-1253N,NP_009833,P38147
DIP-1253N,NP_009833,P38147,DIP-1255N,NP_013359,P27472
DIP-1257N,NP_009843,P38150,DIP-1256N,NP_013858,P39110
DIP-1259N,NP_009931,P08679,DIP-1259N,NP_009931,P08679
DIP-1259N,NP_009931,P08679,DIP-1260N,NP_012493,P43638
DIP-1261N,NP_011622,P24868,DIP-1262N,NP_009693,P20486
DIP-1262N,NP_009693,P20486,DIP-658N,NP_015444,P24869
DIP-658N,NP_015444,P24869,DIP-1263N,NP_014264,P20081
DIP-1009N,NP_010674,Q04149,DIP-658N,NP_015444,P24869
DIP-658N,NP_015444,P24869,DIP-1264N,NP_010700,Q04031
DIP-658N,NP_015444,P24869,DIP-806N,NP_011900,P38769
DIP-1262N,NP_009693,P20486,DIP-1266N,NP_010126,P24870
DIP-1267N,NP_009360,P13365,DIP-1268N,NP_012521,P47074
DIP-662N,NP_013537,P23287,DIP-1269N,NP_014351,P53955
DIP-1270N,NP_013938,Q03652,DIP-510N,NP_012731,P25296
DIP-1271N,NP_009713,P33313,DIP-1272N,NP_010751,Q00947
DIP-1273N,NP_014946,P08521,DIP-262N,NP_014682,P38930
DIP-1276N,NP_014407,P33308,DIP-1178N,NP_014817,Q12343
DIP-1277N,NP_013812,P35203,DIP-1278N,NP_013048,O93938
DIP-1277N,NP_013812,P35203,DIP-1279N,NP_015004,Q08831
DIP-1281N,NP_012624,P47135,DIP-1280N,NP_011924,P23285
DIP-1283N,NP_010009,P25651,DIP-1282N,NP_011671,P32582
DIP-1284N,NP_012298,P32459,DIP-1284N,NP_012298,P32459
DIP-1285N,NP_014085,P21705,DIP-1285N,NP_014085,P21705
DIP-1287N,NP_011454,P53168,DIP-1286N,NP_011628,P53267
DIP-969N,NP_014281,P53550,DIP-1288N,NP_014492,Q12517
DIP-969N,NP_014281,P53550,DIP-842N,NP_010901,P39998
DIP-1288N,NP_014492,Q12517,DIP-1243N,NP_010121,P39517
DIP-1290N,NP_009611,P19735,DIP-1289N,NP_015407,Q06819
DIP-1292N,NP_010768,Q03373,DIP-1291N,NP_015276,Q03063
DIP-1295N,NP_010932,P40013,DIP-1287N,NP_011454,P53168
DIP-1287N,NP_011454,P53168,DIP-1296N,NP_010299,Q12248
DIP-1297N,NP_010492,Q03466,DIP-1288N,NP_014492,Q12517
DIP-1298N,NP_010944,Q04739,DIP-1297N,NP_010492,Q03466
DIP-1297N,NP_010492,Q03466,DIP-815N,NP_012504,P40958
DIP-1299N,NP_009613,P38236,DIP-1297N,NP_010492,Q03466
DIP-1300N,NP_014690,Q02794,DIP-1297N,NP_010492,Q03466
DIP-1302N,NP_010429,Q03761,DIP-1301N,NP_013495,O13547
DIP-1303N,NP_009735,P38122,DIP-1303N,NP_009735,P38122
DIP-1306N,NP_013334,P17214,DIP-1294N,NP_011314,P53091
DIP-1307N,NP_012905,P35210,DIP-1306N,NP_013334,P17214
DIP-1308N,NP_014170,P23202,DIP-1306N,NP_013334,P17214
DIP-1306N,NP_013334,P17214,DIP-1309N,NP_009374,P39734
DIP-1310N,NP_011676,P53288,DIP-1306N,NP_013334,P17214
DIP-1311N,NP_012515,P47069,DIP-1306N,NP_013334,P17214
DIP-1313N,NP_013951,P32829,DIP-967N,NP_014375,P53971
DIP-1320N,NP_013805,Q04299,DIP-1263N,NP_014264,P20081
DIP-1323N,NP_011996,P18562,DIP-1191N,NP_015511,Q06628
DIP-1324N,NP_011260,P32805,DIP-262N,NP_014682,P38930
DIP-1316N,NP_010522,Q03778,DIP-1317N,NP_010686,Q04177
DIP-1318N,NP_011783,P51601,DIP-1318N,NP_011783,P51601
DIP-1319N,NP_010972,P10869,DIP-1263N,NP_014264,P20081
DIP-1321N,NP_009511,P38196,DIP-1322N,NP_010938,P40016
DIP-770N,NP_010676,P39743,DIP-310N,NP_116614,P60010
DIP-774N,NP_010461,P32494,DIP-978N,NP_011502,P12383
DIP-981N,NP_011403,P53040,DIP-839N,NP_011790,P46677
DIP-507N,NP_010020,Q6B184,DIP-506N,NP_009867,P01365
DIP-135N,NP_015335,P22138,DIP-17N,NP_015435,P07703
DIP-1252N,NP_013346,Q06549,DIP-1252N,NP_013346,Q06549
DIP-213N,NP_012049,Q03558,DIP-310N,NP_116614,P60010
DIP-858N,NP_010388,P32917,DIP-688N,NP_009759,P29366
DIP-918N,NP_012609,P47124,DIP-892N,NP_010531,P50108
DIP-939N,NP_013228,Q12440,DIP-970N,NP_014227,P53886
DIP-1188N,NP_014313,P48232,DIP-1191N,NP_015511,Q06628
DIP-1265N,NP_014419,P53724,DIP-658N,NP_015444,P24869
DIP-1305N,NP_014754,Q99210,DIP-1304N,NP_012659,P47160
DIP-1143N,NP_014555,P00330,DIP-854N,NP_013625,P09733
DIP-1144N,NP_015082,Q12280,DIP-824N,NP_010370,P33304
DIP-1245N,NP_011613,P53038,DIP-1235N,NP_010267,P06243
DIP-310N,NP_116614,P60010,DIP-580N,NP_010670,P02400
DIP-1040N,NP_015491,P06780,DIP-974N,NP_014128,P41832
DIP-892N,NP_010531,P50108,DIP-914N,NP_012352,P46985
DIP-1110N,NP_011520,P33411,DIP-220N,NP_010373,Q02775
DIP-1141N,NP_011869,P87108,DIP-1142N,NP_010064,Q12328
DIP-1144N,NP_015082,Q12280,DIP-1145N,NP_010550,P39010
DIP-1147N,NP_015196,P35189,DIP-855N,NP_010451,Q12030
DIP-1181N,NP_014032,P00331,DIP-1182N,NP_116611,P43560
DIP-1230N,NP_010367,P38960,DIP-1229N,NP_010061,P32797
DIP-1237N,NP_013201,Q12452,DIP-1234N,NP_010150,Q12018
DIP-1275N,NP_012303,P40581,DIP-1274N,NP_013317,P53691
DIP-967N,NP_014375,P53971,DIP-1206N,NP_012792,P36068
DIP-974N,NP_014128,P41832,DIP-880N,NP_013423,P41697
DIP-591N,NP_010907,P03069,DIP-152N,NP_010939,P32569
DIP-901N,NP_014251,P53904,DIP-854N,NP_013625,P09733
DIP-1128N,NP_011274,P53068,DIP-352N,NP_116694,P14724
DIP-880N,NP_013423,P41697,DIP-1221N,NP_011500,P33199
DIP-1312N,NP_013674,Q03697,DIP-1306N,NP_013334,P17214
DIP-792N,NP_009629,P38086,DIP-110N,NP_011106,P25453
DIP-1003N,NP_010131,P25441,DIP-230N,NP_011561,P33339
DIP-1332N,NP_013616,Q04493,DIP-1333N,NP_013301,P52553
DIP-1373N,NP_014508,Q08273,DIP-1375N,NP_012265,P40560
DIP-1403N,NP_012028,P38853,DIP-1405N,NP_013906,Q03231
DIP-1453N,NP_013415,Q06159,DIP-1451N,NP_014553,Q99316
DIP-1459N,NP_010622,P52918,DIP-1462N,NP_015333,Q12753
DIP-1505N,NP_011756,P16861,DIP-1506N,NP_013950,P50102
DIP-1521N,NP_012478,P47042,DIP-1520N,NP_013848,P39685
DIP-1533N,NP_014039,P32337,DIP-1483N,NP_014663,P38910
DIP-1584N,NP_013539,Q06672,DIP-1396N,NP_011326,P39938
DIP-1606N,NP_012357,P46989,DIP-1604N,NP_011285,P53036
DIP-1617N,NP_014163,P32259,DIP-1622N,NP_011560,P53230
DIP-1281N,NP_012624,P47135,DIP-1649N,NP_012963,P36131
DIP-1178N,NP_014817,Q12343,DIP-290N,NP_010594,P47822
DIP-1683N,NP_009747,P38302,DIP-1685N,NP_013218,Q12309
DIP-855N,NP_010451,Q12030,DIP-1686N,NP_013697,Q04226
DIP-1646N,NP_009410,P22209,DIP-1691N,NP_013647,P38987
DIP-1713N,NP_011026,P33296,DIP-1714N,NP_012611,P23641
DIP-1763N,NP_009633,P38247,DIP-1764N,NP_013717,P40959
DIP-1765N,NP_012154,P40480,DIP-1377N,NP_009661,P38262
DIP-720N,NP_014245,P23292,DIP-1776N,NP_013905,Q03220
DIP-720N,NP_014245,P23292,DIP-1368N,NP_015000,P41913
DIP-1384N,NP_014050,Q04893,DIP-86N,NP_014533,P13902
DIP-1368N,NP_015000,P41913,DIP-1386N,NP_011365,P53115
DIP-590N,NP_010116,P06100,DIP-1455N,NP_011528,P32334
DIP-1328N,NP_012951,P14741,DIP-1522N,NP_013994,P28239
DIP-857N,NP_010283,Q03441,DIP-1610N,NP_013796,P24280
DIP-1681N,NP_010704,Q04048,DIP-1683N,NP_009747,P38302
DIP-925N,NP_013963,Q05027,DIP-1686N,NP_013697,Q04226
DIP-1335N,NP_011349,P15315,DIP-1334N,NP_013708,Q04233
DIP-1337N,NP_010213,Q07442,DIP-1336N,NP_011059,P32598
DIP-1260N,NP_012493,P43638,DIP-1336N,NP_011059,P32598
DIP-1336N,NP_011059,P32598,DIP-1341N,NP_014974,P34758
DIP-1336N,NP_011059,P32598,DIP-1342N,NP_010415,Q03898
DIP-1336N,NP_011059,P32598,DIP-1343N,NP_011968,P38812
DIP-1336N,NP_011059,P32598,DIP-1344N,NP_014960,Q12507
DIP-1324N,NP_011260,P32805,DIP-1325N,NP_012087,P38693
DIP-1324N,NP_011260,P32805,DIP-230N,NP_011561,P33339
DIP-1328N,NP_012951,P14741,DIP-1328N,NP_012951,P14741
DIP-1329N,NP_015020,P07262,DIP-1330N,NP_012411,P47017
DIP-1254N,NP_013982,Q04839,DIP-1331N,NP_011393,P32505
DIP-1339N,NP_009601,P38229,DIP-1336N,NP_011059,P32598
DIP-1340N,NP_012271,P32521,DIP-1336N,NP_011059,P32598
DIP-1336N,NP_011059,P32598,DIP-871N,NP_010481,P42073
DIP-1264N,NP_010700,Q04031,DIP-1336N,NP_011059,P32598
DIP-1345N,NP_012398,P47011,DIP-1345N,NP_012398,P47011
DIP-1346N,NP_013610,P05085,DIP-525N,NP_009890,P17709
DIP-525N,NP_009890,P17709,DIP-1347N,NP_009596,P38224
DIP-1349N,NP_116637,P43577,DIP-1348N,NP_014582,P41911
DIP-1269N,NP_014351,P53955,DIP-1352N,NP_015266,Q02784
DIP-1354N,NP_010393,P46944,DIP-1355N,NP_011750,P39676
DIP-1356N,NP_012608,P47123,DIP-747N,NP_013396,P32835
DIP-1356N,NP_012608,P47123,DIP-1357N,NP_014828,P32836
DIP-1358N,NP_013585,Q00582,DIP-1358N,NP_013585,Q00582
DIP-1359N,NP_012425,P42944,DIP-1360N,NP_014377,P53973
DIP-1362N,NP_009532,P13434,DIP-1361N,NP_011277,P06774
DIP-1363N,NP_015003,Q02516,DIP-1361N,NP_011277,P06774
DIP-1363N,NP_015003,Q02516,DIP-1362N,NP_009532,P13434
DIP-1364N,NP_010798,Q12306,DIP-727N,NP_010271,P32828
DIP-1367N,NP_015123,Q08956,DIP-1366N,NP_010984,P40106
DIP-1368N,NP_015000,P41913,DIP-415N,NP_012443,P12954
DIP-415N,NP_012443,P12954,DIP-1369N,-,P04824
DIP-1364N,NP_010798,Q12306,DIP-415N,NP_012443,P12954
DIP-1370N,NP_010363,P38957,DIP-415N,NP_012443,P12954
DIP-415N,NP_012443,P12954,DIP-1331N,NP_011393,P32505
DIP-1371N,NP_014518,Q99383,DIP-1331N,NP_011393,P32505
DIP-157N,NP_015120,P29295,DIP-1372N,NP_012055,P38872
DIP-1373N,NP_014508,Q08273,DIP-1374N,NP_012394,P14680
DIP-1373N,NP_014508,Q08273,DIP-1376N,NP_012335,P39533
DIP-1377N,NP_009661,P38262,DIP-930N,NP_014964,Q99181
DIP-1379N,NP_013507,P32432,DIP-1378N,NP_014668,P53687
DIP-1380N,NP_012974,P25293,DIP-419N,NP_010511,P04911
DIP-1381N,NP_014631,Q12692,DIP-1311N,NP_012515,P47069
DIP-1299N,NP_009613,P38236,DIP-1382N,NP_011323,P41833
DIP-1199N,NP_012787,P36000,DIP-86N,NP_014533,P13902
DIP-86N,NP_014533,P13902,DIP-1383N,NP_012908,P34243
DIP-233N,NP_011946,P32361,DIP-1393N,NP_010821,Q04431
DIP-1401N,NP_009876,P25583,DIP-1299N,NP_009613,P38236
DIP-1402N,NP_010300,Q12494,DIP-1212N,NP_010384,P34730
DIP-1415N,NP_010791,Q04396,DIP-1206N,NP_012792,P36068
DIP-1283N,NP_010009,P25651,DIP-1416N,NP_010727,Q04087
DIP-1417N,NP_011073,P40089,DIP-794N,NP_009527,P38203
DIP-794N,NP_009527,P38203,DIP-1418N,NP_010666,Q06406
DIP-794N,NP_009527,P38203,DIP-1419N,NP_014252,P53905
DIP-794N,NP_009527,P38203,DIP-931N,NP_011674,P48240
DIP-1389N,NP_013366,P0C0X0,DIP-794N,NP_009527,P38203
DIP-794N,NP_009527,P38203,DIP-1421N,NP_013377,Q06217
DIP-262N,NP_014682,P38930,DIP-848N,NP_011037,P40070
DIP-848N,NP_011037,P40070,DIP-1418N,NP_010666,Q06406
DIP-1419N,NP_014252,P53905,DIP-848N,NP_011037,P40070
DIP-1422N,-,O13550,DIP-848N,NP_011037,P40070
DIP-1288N,NP_014492,Q12517,DIP-903N,NP_012556,P47093
DIP-1423N,NP_015342,P32601,DIP-903N,NP_012556,P47093
DIP-903N,NP_012556,P47093,DIP-1417N,NP_011073,P40089
DIP-1428N,NP_010861,Q02197,DIP-1427N,NP_015376,Q03503
DIP-1386N,NP_011365,P53115,DIP-1387N,NP_010282,Q03435
DIP-1388N,NP_010601,Q06667,DIP-1390N,NP_012651,P47154
DIP-1391N,NP_013427,P53769,DIP-1388N,NP_010601,Q06667
DIP-1394N,NP_013073,Q07821,DIP-1395N,NP_011057,P39939
DIP-1396N,NP_011326,P39938,DIP-1394N,NP_013073,Q07821
DIP-1397N,NP_011107,P32645,DIP-1398N,NP_011489,P00931
DIP-1400N,NP_014467,P53755,DIP-1399N,NP_009573,P38217
DIP-1300N,NP_014690,Q02794,DIP-1403N,NP_012028,P38853
DIP-1404N,NP_012656,P47158,DIP-1403N,NP_012028,P38853
DIP-1364N,NP_010798,Q12306,DIP-1102N,NP_010432,P19262
DIP-1407N,NP_014559,P35193,DIP-1406N,NP_010407,P13185
DIP-1409N,NP_012819,P14904,DIP-1409N,NP_012819,P14904
DIP-1407N,NP_014559,P35193,DIP-1409N,NP_012819,P14904
DIP-1412N,NP_014295,P06208,DIP-1413N,NP_012738,P34234
DIP-1414N,NP_012778,P35718,DIP-760N,NP_012717,P33418
DIP-1288N,NP_014492,Q12517,DIP-794N,NP_009527,P38203
DIP-1243N,NP_010121,P39517,DIP-794N,NP_009527,P38203
DIP-1330N,NP_012411,P47017,DIP-794N,NP_009527,P38203
DIP-1330N,NP_012411,P47017,DIP-848N,NP_011037,P40070
DIP-848N,NP_011037,P40070,DIP-1389N,NP_013366,P0C0X0
DIP-903N,NP_012556,P47093,DIP-1389N,NP_013366,P0C0X0
DIP-1422N,-,O13550,DIP-903N,NP_012556,P47093
DIP-1425N,NP_012910,P25502,DIP-1424N,NP_011571,P53237
DIP-1429N,NP_009948,P23059,DIP-1428N,NP_010861,Q02197
DIP-1431N,NP_012669,P47167,DIP-1430N,NP_015371,Q12262
DIP-1432N,NP_013391,Q02574,DIP-1433N,NP_009812,P32570
DIP-1435N,NP_014506,Q08278,DIP-1178N,NP_014817,Q12343
DIP-1436N,NP_014189,P16523,DIP-1437N,NP_012780,P35719
DIP-1438N,NP_012138,P40469,DIP-1434N,NP_013830,Q99278
DIP-1439N,NP_012218,P39014,DIP-1440N,NP_009696,P38277
DIP-1442N,NP_013183,Q12020,DIP-1439N,NP_012218,P39014
DIP-1439N,NP_012218,P39014,DIP-1443N,NP_009829,P38346
DIP-1439N,NP_012218,P39014,DIP-842N,NP_010901,P39998
DIP-1444N,NP_012477,P47041,DIP-1439N,NP_012218,P39014
DIP-1446N,-,Q02659,DIP-665N,NP_011480,P27705
DIP-1450N,NP_014606,Q08206,DIP-1449N,NP_116618,P43563
DIP-1451N,NP_014553,Q99316,DIP-1452N,NP_011959,P38714
DIP-1437N,NP_012780,P35719,DIP-1437N,NP_012780,P35719
DIP-1331N,NP_011393,P32505,DIP-1328N,NP_012951,P14741
DIP-1469N,NP_011294,P53081,DIP-1469N,NP_011294,P53081
DIP-1470N,NP_014040,P32497,DIP-1471N,NP_014155,P32911
DIP-1269N,NP_014351,P53955,DIP-1470N,NP_014040,P32497
DIP-1473N,NP_015151,P33420,DIP-818N,NP_012122,P40460
DIP-1478N,NP_116695,P43609,DIP-1477N,NP_013809,P32832
DIP-846N,NP_011031,P40064,DIP-815N,NP_012504,P40958
DIP-183N,NP_010736,Q02336,DIP-944N,NP_010514,P39081
DIP-1487N,NP_014893,Q08685,DIP-944N,NP_010514,P39081
DIP-944N,NP_010514,P39081,DIP-1489N,NP_011471,P25299
DIP-1491N,NP_013528,Q06411,DIP-944N,NP_010514,P39081
DIP-944N,NP_010514,P39081,DIP-1492N,NP_015374,Q12527
DIP-1493N,NP_015294,P17157,DIP-944N,NP_010514,P39081
DIP-1499N,NP_009780,P32473,DIP-1500N,NP_013449,Q06137
DIP-1504N,NP_012106,P27796,DIP-1501N,NP_010426,P39108
DIP-1507N,NP_011300,P35190,DIP-1493N,NP_015294,P17157
DIP-1493N,NP_015294,P17157,DIP-1496N,NP_010980,P40038
DIP-1508N,NP_012214,P40186,DIP-1493N,NP_015294,P17157
DIP-1493N,NP_015294,P17157,DIP-1510N,NP_010102,Q12477
DIP-1511N,NP_012693,P35497,DIP-1493N,NP_015294,P17157
DIP-1493N,NP_015294,P17157,DIP-1512N,NP_010035,Q07786
DIP-1514N,NP_010599,Q06651,DIP-1515N,NP_015192,P19541
DIP-1517N,NP_013598,P54786,DIP-1516N,NP_009445,P24583
DIP-815N,NP_012504,P40958,DIP-1455N,NP_011528,P32334
DIP-818N,NP_012122,P40460,DIP-1455N,NP_011528,P32334
DIP-1457N,NP_010127,Q12175,DIP-1313N,NP_013951,P32829
DIP-1457N,NP_010127,Q12175,DIP-1186N,NP_011490,P40356
DIP-818N,NP_012122,P40460,DIP-1457N,NP_010127,Q12175
DIP-1458N,NP_011345,P45819,DIP-1457N,NP_010127,Q12175
DIP-1460N,NP_011523,P40357,DIP-1459N,NP_010622,P52918
DIP-1459N,NP_010622,P52918,DIP-1461N,NP_010430,P08153
DIP-1279N,NP_015004,Q08831,DIP-1459N,NP_010622,P52918
DIP-931N,NP_011674,P48240,DIP-1463N,NP_010172,Q12277
DIP-1464N,NP_009367,P39731,DIP-1409N,NP_012819,P14904
DIP-1464N,NP_009367,P39731,DIP-1194N,NP_011635,P53271
DIP-1466N,NP_010195,Q05166,DIP-1465N,NP_013681,P32500
DIP-1468N,NP_011017,P40060,DIP-1387N,NP_010282,Q03435
DIP-745N,NP_116657,P34077,DIP-1467N,NP_013873,Q03790
DIP-745N,NP_116657,P34077,DIP-1194N,NP_011635,P53271
DIP-1470N,NP_014040,P32497,DIP-1472N,NP_014927,Q12134
DIP-1473N,NP_015151,P33420,DIP-1205N,NP_011997,P38696
DIP-1474N,NP_012351,P46984,DIP-1473N,NP_015151,P33420
DIP-1476N,NP_011562,P53044,DIP-1475N,NP_009729,P33755
DIP-1479N,NP_010284,P32356,DIP-1480N,NP_013372,Q06151
DIP-1481N,NP_014572,P33895,DIP-1482N,NP_011025,P38620
DIP-846N,NP_011031,P40064,DIP-1467N,NP_013873,Q03790
DIP-842N,NP_010901,P39998,DIP-846N,NP_011031,P40064
DIP-859N,NP_013439,P32499,DIP-1483N,NP_014663,P38910
DIP-866N,NP_011634,P48837,DIP-1484N,NP_012494,P14907
DIP-709N,NP_011343,Q02199,DIP-866N,NP_011634,P48837
DIP-925N,NP_013963,Q05027,DIP-866N,NP_011634,P48837
DIP-1485N,NP_014912,P39946,DIP-1486N,NP_013355,Q06568
DIP-1488N,NP_013777,P25298,DIP-944N,NP_010514,P39081
DIP-1490N,NP_013527,Q06410,DIP-944N,NP_010514,P39081
DIP-1461N,NP_010430,P08153,DIP-1495N,NP_010156,P25693
DIP-1497N,NP_012451,P47029,DIP-1496N,NP_010980,P40038
DIP-1498N,NP_013291,Q06324,DIP-1496N,NP_010980,P40038
DIP-1502N,NP_012030,P38855,DIP-1501N,NP_010426,P39108
DIP-1503N,NP_011755,P50091,DIP-1501N,NP_010426,P39108
DIP-1493N,NP_015294,P17157,DIP-1509N,NP_015105,Q08966
DIP-1533N,NP_014039,P32337,DIP-866N,NP_011634,P48837
DIP-1512N,NP_010035,Q07786,DIP-1533N,NP_014039,P32337
DIP-1533N,NP_014039,P32337,DIP-1535N,NP_010964,P39970
DIP-1533N,NP_014039,P32337,DIP-1536N,NP_012291,P40577
DIP-1538N,NP_010446,Q12163,DIP-1537N,NP_010278,P35182
DIP-1497N,NP_012451,P47029,DIP-1541N,NP_014993,P15380
DIP-1544N,-,O13543,DIP-1541N,NP_014993,P15380
DIP-1531N,NP_010219,P50623,DIP-195N,NP_011021,P25454
DIP-195N,NP_011021,P25454,DIP-1551N,NP_013960,Q05024
DIP-1553N,NP_015336,Q12251,DIP-195N,NP_011021,P25454
DIP-1559N,NP_014770,P39083,DIP-1561N,NP_012350,P46983
DIP-1563N,NP_010218,Q07418,DIP-1562N,NP_013172,P19263
DIP-1208N,NP_015164,P39011,DIP-1040N,NP_015491,P06780
DIP-1208N,NP_015164,P39011,DIP-755N,NP_012981,Q00246
DIP-1569N,NP_602317,P43619,DIP-1568N,NP_013054,P32385
DIP-1335N,NP_011349,P15315,DIP-825N,NP_014853,P22139
DIP-130N,NP_014286,P28000,DIP-1570N,NP_116666,P43594
DIP-1577N,NP_010559,Q05610,DIP-1575N,NP_116710,P32496
DIP-1584N,NP_013539,Q06672,DIP-1395N,NP_011057,P39939
